ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address (Unit #),Registered Address (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,PIC 1 Source,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,PIC 2 Source,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,PIC 3 Source,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,"13,01,2026",LASH UP PTE. LTD.,LASH UP,,TeleSales,Hazim,Offline Sources,Web Scrapping,18-08-2017,201723566H,96029,46594,,,,https://www.mycareersfuture.gov.sg/job/marketing/marketing-assistant-lash-e31bf4b924f0d979c65629b3efdcddb5,SME,https://www.facebook.com/p/Lashup_sg-100063512262510/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,470 NORTH BRIDGE ROAD,,,470 NORTH BRIDGE ROAD BUGIS CUBE 04-23 Singapore 188735,23,188735,,,,,65 8787 9600,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",GOOD FOOT REFLEXOLOGY PTE. LTD.,GOOD FOOT REFLEXOLOGY,,TeleSales,Hazim,Offline Sources,Web Scrapping,26-09-2018,201832921G,96024,0,,,,,SME,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,57 MIMOSA ROAD,,,1 PARK ROAD PEOPLE'S PARK COMPLEX 02-11 Singapore 059108,59,808014,,,,,65 6260 5633,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",BECCA'S BEAUTIQUE,BECCAS BEAUTIQUE,,TeleSales,Hazim,Offline Sources,Web Scrapping,23-01-2017,53354924L,96029,0,,,,,SME,https://facebook.com/87beccasbeautique,https://www.instagram.com/beccasbeautique1435,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,632 YISHUN STREET 61,,,632 YISHUN STREET 61 OLEANDER BREEZE @ YISHUN 01-12 Singapore 760632,12,760632,,,,,65 8891 7848,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",FOOTIFY FOOT REFLEXOLOGY,FOOTIFY FOOT REFLEXOLOGY,,TeleSales,Hazim,Offline Sources,Web Scrapping,13-02-2019,53393666K,96024,0,,,,https://www.mycareersfuture.gov.sg/job/customer-service/shop-assistant-footify-foot-reflexology-04aeff15560d646231149852f5b2e732,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,30 EAST COAST ROAD,,,30 EAST COAST ROAD /05 VILLAGE HOTEL KATONG 02-04 Singapore 428751,04/05,428751,,,,,65 6241 3438,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NEGATIVEIONCLOTHES,NEGATIVEIONCLOTHES,,TeleSales,Hazim,Offline Sources,Web Scrapping,29-08-2018,53386655C,96029,0,,,,https://negativeionclothes.com/,SME,https://www.facebook.com/negativeionclothingonline,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,155 JALAN TECK WHYE,,,155 JALAN TECK WHYE 10-71 Singapore 680155,71,680155,,,,,65 8182 3325,healthylifestylesingapore@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",THE BUTTE STUDIO,THE BUTTE STUDIO,,TeleSales,Hazim,Offline Sources,Web Scrapping,04-03-2024,53481981L,96022,96029,,,,https://butte.sg/,Startbud,https://www.facebook.com/profile.php?id=61556761506211,https://www.instagram.com/butte.sg/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,311B CLEMENTI AVENUE 4,,,311B CLEMENTI AVENUE 4 TRIVELIS 38-175 Singapore 122311,175,122311,,,,,65 8086 1334,hello@butte.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",COSLAB YISHUN BEAUTY PTE. LTD.,COSLAB YISHUN BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,06-09-2017,201725295E,96022,47721,,,,https://coslab.com.sg/,SME,https://www.facebook.com/CoslabBeautySpa,https://www.instagram.com/coslabbeautyspa/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,930 YISHUN AVENUE 2,,,930 YISHUN AVENUE 2 03-02 Singapore 769098,02,769098,,,,,65 6262 0012,hello@coslab.com.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LE RUOGE SG,LE RUOGE,,TeleSales,Hazim,Offline Sources,Web Scrapping,02-10-2019,53404145X,96022,47721,,,,https://www.lerougesg.com/,SME,,https://www.instagram.com/lerougesg/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,402 ORCHARD ROAD,,,402 ORCHARD ROAD /13 DELFI ORCHARD 02-12 Singapore 238876,12/13,238876,,,,,65 6532 7992,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",POIS BEAUTE,POIS BEAUTE,,TeleSales,Hazim,Offline Sources,Web Scrapping,19-04-2018,53380555D,96022,96029,,,,,SME,https://www.facebook.com/poisbeautesalon/,https://www.instagram.com/poisbeaute/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,159 HOUGANG STREET 11,,,159 HOUGANG STREET 11 12-31 Singapore 530159,31,530159,,,,,65 9745 4140,poisbeaute0160@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",HALIM HIJAMA@SG,HALIM HIJAMA,,TeleSales,Hazim,Offline Sources,Web Scrapping,18-12-2018,53391400X,96024,0,,,,https://hijama.com.sg/,SME,https://www.facebook.com/p/HALIM-Hijama-100059128941187/,https://www.instagram.com/halimhijama/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,461 SEGAR ROAD,,,354 CLEMENTI AVENUE 2 01-219 Singapore 120354,199,670461,,,,,65 9220 5470,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",KC. LASH & BROW STUDIO,KC LASH & BROW STUDIO,,TeleSales,Hazim,Offline Sources,Web Scrapping,27-06-2024,53487655B,96029,96022,,,,,Startbud,https://www.facebook.com/ksparloursg,https://www.instagram.com/ksparlour,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,26A ST. GEORGE'S LANE,,,26A ST. GEORGE'S LANE ST GEORGE'S TOWERS 23-25 Singapore 321026,25,321026,,,,,65 8338 0265,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",CUPPAGE WELLNESS TCM,CUPPAGE WELLNESS TCM,,TeleSales,Hazim,Offline Sources,Web Scrapping,14-01-2021,53427437D,96024,86202,,,,https://www.mycareersfuture.gov.sg/job/personal-care/masseur-cuppage-wellness-tcm-45007acc41004ec1b9820a816d0769c1,SME,https://www.facebook.com/Cuppagewellness,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,5 KOEK ROAD,,,5 KOEK ROAD CUPPAGE PLAZA B1-02 Singapore 228796,02,228796,,,,,65 8267 5689,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",XIN LE ZU,XIN LE ZU,,TeleSales,Hazim,Offline Sources,Web Scrapping,02-10-2022,53457044E,96024,86202,,,,https://www.mycareersfuture.gov.sg/job/personal-care/foot-reflexologist-xin-le-zu-ab13a87b0ba8a53b0706c7807fde8f43,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,253 JURONG EAST STREET 24,,,253 JURONG EAST STREET 24 YUHUA VILLAGE 01-277 Singapore 600253,277,600253,,,,,65 6970 1003,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",BELLONANA,BELLONANA,,TeleSales,Hazim,Offline Sources,Web Scrapping,16-05-2019,53397992K,96022,96023,,,,,SME,,https://www.instagram.com/bellonanasg/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,59 ANG MO KIO AVENUE 8,,,59 ANG MO KIO AVENUE 8 CENTRO RESIDENCES 23-11 Singapore 567752,11,567752,,,,,65 9665 6544,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LESTUDIO,LESTUDIO,,TeleSales,Hazim,Offline Sources,Web Scrapping,05-02-2020,53409082J,96029,0,,,,https://www.lestudio-s.com/,SME,,https://www.instagram.com/lestudio_official/?hl=en,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,529 HOUGANG AVENUE 6,,,529 HOUGANG AVENUE 6 02-257 Singapore 530529,257,530529,,,,,65 9776 7094,contact@bohemesg.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",D'BEAUTE CHANNEL PTE. LTD.,DBEAUTE CHANNEL,,TeleSales,Hazim,Offline Sources,Web Scrapping,20-09-2021,202132735N,96022,96029,,,,https://debeaute.com/,SME,https://www.facebook.com/DeBeauteFaceBodySpa,https://www.instagram.com/debeautesg/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,424 BALESTIER ROAD,,,424 BALESTIER ROAD GIFFARD MANSIONS 02-09 Singapore 329810,09,329810,,,,,65 6221 0001,info@debeaute.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",AMORA ROSA BEAUTY,AMORA ROSA BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,31-05-2021,53434495W,96029,0,,,,,SME,https://www.facebook.com/amorarosabeauty,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,21 JALAN SEMPADAN,,,21 JALAN SEMPADAN VILLA MARINA 04-04 Singapore 457398,04,457398,,,,,65 9150 7049,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",YI REN TANG,YI REN TANG,,TeleSales,Hazim,Offline Sources,Web Scrapping,06-12-2018,53390893X,96022,96024,,,,http://yirentangtcm.com/,SME,https://www.facebook.com/p/Yi-Ren-Tang%E7%9B%8A%E4%BB%81%E5%A0%82%E5%85%BB%E7%94%9F%E9%A6%86%E6%80%BB%E5%BA%97476-100076169352098/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,476 GEYLANG ROAD,,,476 GEYLANG ROAD Singapore 389435,,389435,,,,,65 9175 1132,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",QUEEN'S BEAUTY RECIPE & CARE PRIVATE LIMITED,QUEENS BEAUTY RECIPE & CARE,,TeleSales,Hazim,Offline Sources,Web Scrapping,14-08-2017,201722943M,96029,96023,,,,https://junctionnine.sg/store/queens-beauty-recipe-care,SME,https://www.facebook.com/QueensBeautyRecipe/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,18 YISHUN AVENUE 9,,,18 YISHUN AVENUE 9 JUNCTION NINE 01-22 Singapore 768897,22,768897,,,,,65 6481 8376,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",DR HANNAH TCM PTE. LTD.,DR HANNAH TCM,,TeleSales,Hazim,Offline Sources,Web Scrapping,01-03-2024,202408126Z,96022,70201,,,,https://www.mycareersfuture.gov.sg/job/customer-service/customer-service-manager-dr-hannah-tcm-036dbb01ea86e6d986b644e37d6e96be,Startbud,https://www.facebook.com/drhannahtcm,https://www.instagram.com/drhannahtcm/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,5 TAMPINES CENTRAL 6,,,2 LILAC DRIVE LILAC PARK 01-01 Singapore 808192,01,529482,,,,,65 8912 2946,drhannahtcmspa@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",FUN DE BEAUTY PTE. LTD.,FUN DE BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,03-04-2017,201709330W,96029,47721,,,,,SME,https://www.facebook.com/profile.php?id=61561492466824&mibextid=ZbWKwL,https://www.instagram.com/funbeautehougang,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,470 NORTH BRIDGE ROAD,,,470 NORTH BRIDGE ROAD BUGIS CUBE 03-22 Singapore 188735,22,188735,,,,,65 8077 3290,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",ECOGANIC WELLNESS PTE. LTD.,ECOGANIC WELLNESS,,TeleSales,Hazim,Offline Sources,Web Scrapping,04-04-2025,202514630R,96023,0,,,,,Startbud,https://www.facebook.com/p/Ecoganic-100047976566629/,https://www.instagram.com/ecoganic.sg/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,1 JURONG EAST STREET 21,,,1 JURONG EAST STREET 21 02-23 Singapore 609606,23,609606,,,,,65 8687 7227,tchan@bioglow.com.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",CRYSTAL'S BEAUTY STUDIO,CRYSTALS BEAUTY STUDIO,,TeleSales,Hazim,Offline Sources,Web Scrapping,16-06-2020,53415092J,96029,0,,,,,SME,https://www.facebook.com/crystalsbeautystudio/,https://instagram.com/crystals_lash?igshid=lde7ftfbaq6f,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,335 SEMBAWANG CLOSE,,,335 SEMBAWANG CLOSE 10-461 Singapore 750335,461,750335,,,,,65 8080 1078,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",24BONITA,24BONITA,,TeleSales,Hazim,Offline Sources,Web Scrapping,06-07-2020,53416430K,96029,0,,,,,SME,https://www.facebook.com/EyelashSingapore/,https://www.instagram.com/24bonita_/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,446B JALAN KAYU,,,446B JALAN KAYU FERNVALE LODGE 12-330 Singapore 792446,330,792446,,,,,65 9156 2224,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",INYEON PTE. LTD.,INYEON,,TeleSales,Hazim,Offline Sources,Web Scrapping,26-03-2023,202311447Z,96022,86202,,,,https://www.mycareersfuture.gov.sg/job/sales/beauty-specialist-inyeon-fde3b938726252e85aded908fe611844,Startbud,https://www.facebook.com/inyeonholdings/,https://www.instagram.com/inyeon_wellness/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,175 BENCOOLEN STREET,,,175 BENCOOLEN STREET BURLINGTON SQUARE 01-37 Singapore 189649,37,189649,,,,,65 8914 6841,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",MSKIN BEAUTY SOLUTIONS,MSKIN BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,27-10-2022,53458105J,96022,0,,,,https://www.skinbeautysolutions.com/,SME,,https://www.instagram.com/skin.beautysolutions/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,478C YISHUN STREET 44,,,478C YISHUN STREET 44 03-155 Singapore 763478,155,763478,,,,,65 8089 0529,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",THE BEAUTY WEA PTE. LTD.,THE BEAUTY WEA,,TeleSales,Hazim,Offline Sources,Web Scrapping,10-09-2022,202232175C,96029,0,,,,https://www.mycareersfuture.gov.sg/job/personal-care/hairstylish-beauty-wea-6705c4d57c851594b79b4f759617a80d,SME,https://m.facebook.com/beautyweaskincare/?profile_tab_item_selected=mentions,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,484 GEYLANG ROAD,,,484 GEYLANG ROAD 01-01 Singapore 389443,01,389443,,,,,65 8692 0101,thebeautyweapteltd@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",MU YUAN PTE. LTD.,MU YUAN,,TeleSales,Hazim,Offline Sources,Web Scrapping,28-05-2024,202421436W,96024,0,,,,https://www.mycareersfuture.gov.sg/job/healthcare/beautician-mu-yuan-ca05ddb1705029804c12cb3075b2feda,Startbud,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,451 ANG MO KIO AVENUE 10,,,451 ANG MO KIO AVENUE 10 01-1757 Singapore 560451,1757,560451,,,,,65 6266 2232,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LINDALINO MAKEUP,LINDALINO MAKEUP,,TeleSales,Hazim,Offline Sources,Web Scrapping,11-11-2019,53405780B,96029,0,,,,,SME,https://www.facebook.com/lindalino.makeup/,https://www.instagram.com/lindalino.makeup/?hl=en,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,238 TEMBELING ROAD,,,238 TEMBELING ROAD TEMBELING GROVE 01-03 Singapore 423722,03,423722,,,,,65 8182 3441,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",JOLLY WELL REFLEXOLOGY,JOLLY WELL REFLEXOLOGY,,TeleSales,Hazim,Offline Sources,Web Scrapping,22-09-2022,53456584X,96024,47109,,,,https://www.mycareersfuture.gov.sg/job/general-work/massage-therapist-jolly-well-reflexology-d340ce763806018f594ff9d105a01696,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,360 BALESTIER ROAD,,,89 WHAMPOA DRIVE SHAW PLAZA 01-843 Singapore 320089,02,329783,,,,,65 8460 0102,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",CABALLE.M ORGANIC SKIN SPA PTE. LTD.,CABALLEM ORGANIC SKIN SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,03-10-2022,202235093Z,96022,96023,,,,https://caballem.com/,SME,https://www.facebook.com/caballe.m.spa/,https://www.instagram.com/caballe.m.spa,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,14 BAGHDAD STREET,,,14 BAGHDAD STREET 02-01 Singapore 199653,01,199653,,,,,65 8913 0404,caballe.m@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",HENG ONG HUAT TRADING PTE. LTD.,HENG ONG HUAT,,TeleSales,Hazim,Offline Sources,Web Scrapping,11-08-2017,201722878K,96022,96012,,,,,SME,https://www.facebook.com/hohtrading88/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,57 WEST COAST GREEN,,,57 WEST COAST GREEN WEST COAST GARDENS Singapore 127923,,127923,,,,,65 8280 7017,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",WASEELAH,WASEELAH,,TeleSales,Hazim,Offline Sources,Web Scrapping,14-03-2024,53482622M,96024,0,,,,http://www.waseelah.squarespace.com/,Startbud,,https://www.instagram.com/waseelah.sg/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,578 PASIR RIS STREET 53,,,578 PASIR RIS STREET 53 03-71 Singapore 510578,71,510578,,,,,65 9651 2558,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",HAIR AND NAIL ROOM,HAIR AND NAIL ROOM,,TeleSales,Hazim,Offline Sources,Web Scrapping,13-05-2023,53467422D,96022,96023,,,,https://www.mycareersfuture.gov.sg/job/personal-care/hairstylistassistant-hairstylist-hair-nail-room-84b024faef46a1a7bddb57e57e700262,Startbud,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,587 BUKIT TIMAH ROAD,,,587 BUKIT TIMAH ROAD CORONATION PLAZA 02-38 Singapore 269707,38,269707,,,,,65 6735 2916,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",FOOTNOTE REFLEXOLOGY PTE. LTD.,FOOTNOTE REFLEXOLOGY,,TeleSales,Hazim,Offline Sources,Web Scrapping,26-04-2019,201913469R,96024,0,,,,https://footnotereflexology.com.sg/,SME,https://www.facebook.com/footnotereflex,https://www.instagram.com/footnotereflexology/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,10 PAYA LEBAR ROAD,,,10 PAYA LEBAR ROAD PLQ MALL 04-15 Singapore 409057,15,409057,,,,,65 8908 0415,info@footnotereflexology.com.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",DE CULTURE SALON PTE. LTD.,DE CULTURE SALON,,TeleSales,Hazim,Offline Sources,Web Scrapping,27-12-2022,202245941D,96022,96029,,,,https://www.mycareersfuture.gov.sg/job/personal-care/hair-stylist-hairdresser-de-culture-salon-f8d04c63e8eb795d23f2d8b26a3c5660,SME,,https://www.instagram.com/deculturesaloon/?hl=en,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,633 BUKIT BATOK CENTRAL,,,634 BUKIT BATOK CENTRAL 01-100 Singapore 650634,128,650633,,,,,65 6980 8103,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",MY DREAMZ SPA PTE. LTD.,MY DREAMZ SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,08-08-2022,202227703C,96024,96022,,,,,SME,https://www.facebook.com/p/My-Dreamz-SPA-100093475697657/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,416 PANDAN GARDENS,,,416 PANDAN GARDENS 01-121 Singapore 600416,121,600416,,,,,65 8742 4608,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",STEPHY NG MAKEUP AND HAIR,STEPHY NG MAKEUP AND HAIR,,TeleSales,Hazim,Offline Sources,Web Scrapping,05-10-2016,53347454W,96022,0,,,,https://stephyngmakeup.com/,SME,https://www.facebook.com/muastephyng/,https://www.instagram.com/stephyngmakeup/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,27 TELOK BLANGAH WAY,,,27 TELOK BLANGAH WAY 09-1016 Singapore 090027,1016,90027,,,,,65 9177 2520,muastephy@hotmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NAIL LAUNCH PTE. LTD.,NAIL LAUNCH,,TeleSales,Hazim,Offline Sources,Web Scrapping,16-04-2024,202415095M,96023,96029,,,,,Startbud,,https://www.instagram.com/naillaunch/?hl=en,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,161C JALAN TECK WHYE,,,161C JALAN TECK WHYE 07-44 Singapore 683161,44,683161,,,,,65 9338 6698,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",VERRA B SG,VERRA B,,TeleSales,Hazim,Offline Sources,Web Scrapping,04-07-2023,53469952M,96029,0,,,,,Startbud,https://www.facebook.com/verrablash/,https://www.instagram.com/verra.b.sg,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,866 JURONG WEST STREET 81,,,866 JURONG WEST STREET 81 Singapore 640866,,640866,,,,,65 9882 5220,verra.boo@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SPEEDY BEAUTY,SPEEDY BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,17-08-2020,53418956C,96029,96024,,,,,SME,https://www.facebook.com/p/Speedy-Beauty-Facial-OPT-Treatment-Eyebrow-Lashes-Nails-100063634866062/,https://www.instagram.com/speedybeauty/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,218 BEDOK NORTH STREET 1,,,218 BEDOK NORTH STREET 1 01-35 Singapore 460218,35,460218,,,,,65 8611 8911,speedybeauty73@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
